,id,original_language_cat,popularity_cat,runtime_cat,status,vote_average,genres,original_language,original_title,popularity,runtime,spoken_languages,title,vote_count,cluster
1225,10154,en,Low,Medium,Released,5.3,Comedy Crime Romance,en,Mickey Blue Eyes,6.786117,102.0,en,Mickey Blue Eyes,140,0
1226,10647,en,Medium,Long,Released,7.0,Drama Romance,en,Pay It Forward,24.313684,122.0,en,Pay It Forward,432,0
1227,11431,en,Low,Medium,Released,5.9,Comedy Drama Romance,en,Fever Pitch,9.965073,103.0,"en,pl,pt",Fever Pitch,182,0
1228,8457,en,Medium,Medium,Released,5.5,Comedy,en,Drillbit Taylor,15.055732,102.0,en,Drillbit Taylor,275,0
1229,188161,en,High,Medium,Released,5.8,Comedy Western,en,A Million Ways to Die in the West,32.808675,116.0,en,A Million Ways to Die in the West,1468,4
1230,8850,en,Low,Medium,Released,5.4,Adventure Fantasy Action Thriller Science Fiction,en,The Shadow,8.178203,108.0,en,The Shadow,138,0
1231,64685,en,High,Long,Released,6.9,Drama,en,Extremely Loud & Incredibly Close,31.066874,129.0,en,Extremely Loud & Incredibly Close,708,3
1232,38357,en,Medium,Medium,Released,6.1,Comedy Drama Romance,en,Morning Glory,22.491388,102.0,"en,uk",Morning Glory,412,3
1233,10060,en,Low,Medium,Released,6.3,Drama,en,Get Rich or Die Tryin',12.885985,117.0,en,Get Rich or Die Tryin',186,0
1234,11398,en,Low,Medium,Released,5.6,Crime Action Adventure,en,The Art of War,7.832337,117.0,en,The Art of War,135,0
1235,1833,en,Low,Long,Released,6.7,Drama Romance,en,Rent,10.433667,135.0,en,Rent,155,0
1236,10391,en,Very Low,Medium,Released,4.9,Drama Horror Thriller Crime,en,Bless the Child,3.321949,107.0,en,Bless the Child,71,0
1237,8970,en,Low,Short,Released,5.0,Comedy,en,The Out-of-Towners,4.842626,90.0,en,The Out-of-Towners,45,0
1238,9306,en,Medium,Medium,Released,4.6,Fantasy Horror Science Fiction,en,The Island of Dr. Moreau,13.210898,96.0,en,The Island of Dr. Moreau,147,0
1239,11370,en,Very Low,Medium,Released,5.2,Action Adventure Drama,en,The Musketeer,3.296933,104.0,"en,hu",The Musketeer,56,0
1240,12184,en,Medium,Medium,Released,6.4,Drama,en,The Other Boleyn Girl,22.939557,115.0,en,The Other Boleyn Girl,477,0
1241,1921,en,Medium,Medium,Released,6.4,Drama Romance,en,Sweet November,19.372805,119.0,en,Sweet November,278,0
1242,1683,en,Medium,Medium,Released,5.4,Horror,en,The Reaping,13.445697,99.0,"es,en",The Reaping,205,0
1243,203,en,Medium,Medium,Released,7.2,Drama Crime,en,Mean Streets,17.002095999999998,110.0,"en,it",Mean Streets,345,0
1244,11858,en,Very Low,Long,Released,5.9,Comedy War,en,Renaissance Man,4.516953,128.0,"en,es",Renaissance Man,81,0
1245,62835,en,High,Medium,Released,6.5,Action Thriller Crime Drama,en,Colombiana,33.785969,108.0,"en,es",Colombiana,824,3
1246,18937,en,Medium,Short,Released,6.9,Fantasy Animation Drama Romance Family,en,Quest for Camelot,16.059442999999998,86.0,en,Quest for Camelot,190,0
1247,13536,en,Very Low,Medium,Released,5.7,Crime Drama Mystery,en,City By The Sea,3.4769660000000004,108.0,en,City By The Sea,92,0
1248,15556,en,Low,Long,Released,5.9,Drama Romance,en,At First Sight,5.778724,128.0,en,At First Sight,48,0
1249,10718,en,Low,Short,Released,4.7,Action,en,Torque,7.360792999999997,84.0,en,Torque,119,0
1250,11062,en,Very Low,Medium,Released,6.0,Drama Thriller,en,City Hall,3.621837,111.0,en,City Hall,67,0
1251,10802,en,Medium,Long,Released,4.9,Drama,en,Showgirls,14.513305,128.0,en,Showgirls,256,0
1252,1887,en,Medium,Long,Released,6.5,Drama History,en,Marie Antoinette,22.364549,123.0,"en,fr,la",Marie Antoinette,642,0
1253,6071,en,Low,Medium,Released,5.7,Action Crime Drama Thriller,en,Kiss of Death,6.908939999999999,101.0,en,Kiss of Death,81,0
1254,10461,en,Very Low,Medium,Released,4.8,Action Drama Thriller Crime,en,Get Carter,4.494788,102.0,en,Get Carter,145,0
1255,80278,en,High,Medium,Released,7.0,Thriller Drama,en,Lo imposible,47.559928,113.0,"en,es,sv,th",The Impossible,2025,3
1256,12704,en,Very Low,Medium,Released,4.2,Action Adventure Comedy,en,Ishtar,2.410546,107.0,en,Ishtar,28,0
1257,10315,en,High,Short,Released,7.5,Adventure Animation Comedy Family,en,Fantastic Mr. Fox,41.258956,87.0,en,Fantastic Mr. Fox,1176,0
1258,16643,en,Low,Medium,Released,5.7,Comedy Drama Romance,en,Life or Something Like It,8.980846000000003,103.0,en,Life or Something Like It,124,0
1259,2687,en,Low,Medium,Released,5.7,Comedy Fantasy Science Fiction,en,Memoirs of an Invisible Man,7.222985,99.0,en,Memoirs of an Invisible Man,125,0
1260,194,Others,High,Long,Released,7.8,Comedy Romance,fr,Le fabuleux destin d'Amélie Poulain,73.720244,122.0,"fr,ru",Amélie,3310,0
1261,11025,en,Low,Medium,Released,5.5,Comedy,en,New York Minute,10.0403,91.0,en,New York Minute,185,0
1262,8849,en,Medium,Medium,Released,5.6,Comedy,en,Alfie,15.219263,103.0,en,Alfie,248,0
1263,78698,en,Low,Medium,Released,6.6,Adventure Drama Romance,en,Big Miracle,8.303696,107.0,en,Big Miracle,152,3
1264,30943,en,Low,Medium,Released,5.9,Drama Mystery,en,The Deep End of the Ocean,4.746085,106.0,en,The Deep End of the Ocean,54,0
1265,9544,en,Low,Medium,Released,3.2,Horror Thriller,en,FearDotCom,6.756886,101.0,"en,ru",FearDotCom,105,0
1266,24418,en,Medium,Medium,Released,5.5,Adventure Fantasy Action Thriller,en,Cirque du Freak: The Vampire's Assistant,16.424807,109.0,en,Cirque du Freak: The Vampire's Assistant,348,0
1267,7288,en,Medium,Short,Released,5.9,Action Comedy Thriller,en,Duplex,15.590001,89.0,en,Duplex,482,0
1268,14655,en,Low,Medium,Released,6.3,Comedy Music,en,Soul Men,5.483671,103.0,en,Soul Men,47,0
1269,24575,en,Very Low,Medium,Released,5.2,Action Drama Thriller,en,Raise the Titanic,1.630541,115.0,en,Raise the Titanic,21,0
1270,10366,en,Medium,Short,Released,4.2,Action Science Fiction,en,Universal Soldier: The Return,14.566664,82.0,en,Universal Soldier: The Return,135,0
1271,19898,en,High,Medium,Released,6.5,Action Horror Mystery Science Fiction Thriller,en,Pandorum,28.353517,108.0,"en,vi,de",Pandorum,774,0
1272,4965,en,Low,Medium,Released,6.1,Action Science Fiction Thriller,en,Impostor,9.579975,102.0,en,Impostor,135,0
1273,15074,en,Very Low,Medium,Released,5.0,Action Adventure Drama Thriller,en,Extreme Ops,2.911819,93.0,en,Extreme Ops,28,0
1274,56715,en,Low,Short,Released,4.8,Comedy Fantasy Science Fiction,en,Just Visiting,10.844882,88.0,"en,fr",Just Visiting,171,3
1275,1272,en,High,Medium,Released,7.0,Science Fiction Thriller,en,Sunshine,51.502884,107.0,en,Sunshine,1182,0
1276,72358,en,Medium,Medium,Released,6.0,Drama Comedy,en,A Thousand Words,13.119132999999998,91.0,en,A Thousand Words,373,3
1277,20542,en,Very Low,Medium,Released,5.4,Adventure Fantasy Animation Comedy Science Fiction,en,Delgo,4.238482,94.0,"en,pl",Delgo,15,0
1278,266396,en,Medium,Medium,Released,5.5,Action Drama Crime,en,The Gunman,26.935458,115.0,"es,en",The Gunman,392,4
1279,9978,en,Medium,Medium,Released,5.1,Adventure Action Family,en,Stormbreaker,16.282962,93.0,en,Stormbreaker,213,0
1280,8271,en,High,Medium,Released,6.6,Thriller Drama Mystery,en,Disturbia,31.690456,105.0,"en,es",Disturbia,1006,0
1281,10428,en,Medium,Medium,Released,6.2,Action Crime Thriller Drama,en,Hackers,17.842246,107.0,"en,it,ja,ru",Hackers,398,0
1282,5353,en,Low,Medium,Released,6.6,Action Adventure Thriller Drama,en,The Hunting Party,8.048305000000001,101.0,"en,hu,sh",The Hunting Party,96,0
1283,11934,en,Medium,Medium,Released,7.1,Comedy Drama,en,The Hudsucker Proxy,14.188982,111.0,en,The Hudsucker Proxy,275,0
1284,14392,Others,Low,Long,Released,6.3,Action Drama History,zh,投名狀,6.884467,126.0,zh,The Warlords,83,0
1285,19495,en,Low,Medium,Released,4.3,Action History War,en,Nomad,8.212017999999999,112.0,"en,kk,ro",Nomad: The Warrior,17,0
1286,110415,Others,High,Long,Released,6.7,Action Science Fiction Drama,ko,Snowpiercer,64.238688,126.0,"en,fr,ja,ko",Snowpiercer,2854,2
1287,77459,Others,Medium,Short,Released,6.5,Adventure Animation Comedy Family Fantasy,fr,Un monstre à Paris,17.375562,90.0,fr,A Monster in Paris,313,3
1288,26486,en,Low,Short,Released,5.9,Action Comedy,en,The Last Shot,6.7698,90.0,en,The Last Shot,15,0
1289,9495,en,High,Medium,Released,7.3,Fantasy Action Thriller,en,The Crow,44.690107,102.0,en,The Crow,953,0
1290,256040,Others,Medium,Long,Released,7.5,Action Adventure War History,te,Baahubali: The Beginning,16.254032000000002,159.0,"ml,te,hi,ta",Baahubali: The Beginning,135,4
1291,24420,en,High,Medium,Released,6.7,Drama Romance Fantasy,en,The Time Traveler's Wife,37.492928000000006,107.0,en,The Time Traveler's Wife,798,0
1292,1257,en,Medium,Medium,Released,5.8,Comedy,en,Because I Said So,18.678415,102.0,en,Because I Said So,191,0
1293,62214,en,Medium,Short,Released,6.6,Animation Comedy Family,en,Frankenweenie,27.908783000000003,87.0,en,Frankenweenie,932,3
1294,16320,en,High,Medium,Released,7.4,Science Fiction Action Adventure Thriller,en,Serenity,45.388937,119.0,"en,zh",Serenity,1264,0
1295,8842,en,Very Low,Medium,Released,4.5,Romance Drama,en,Against the Ropes,2.817364,106.0,en,Against the Ropes,32,0
1296,9531,en,Medium,Long,Released,5.3,Comedy Action Adventure Fantasy Science Fiction,en,Superman III,22.164202,125.0,"en,it,es,th",Superman III,490,0
1297,64807,en,Medium,Medium,Released,6.0,Comedy,en,Grudge Match,21.362949,113.0,en,Grudge Match,433,3
1298,12289,Others,Medium,Long,Released,7.1,Adventure Drama Action,zh,Chi bi,14.8375,150.0,"zh,th",Red Cliff,205,0
1299,11529,en,Medium,Medium,Released,6.0,Comedy Romance,en,Sweet Home Alabama,18.256028,108.0,en,Sweet Home Alabama,394,0
1300,20943,en,Medium,Medium,Released,6.4,Comedy Romance,en,The Ugly Truth,22.332927,96.0,en,The Ugly Truth,972,0
1301,9099,en,Low,Short,Released,5.5,Comedy Family,en,Sgt. Bilko,5.4177870000000015,90.0,en,Sgt. Bilko,94,0
1302,9488,en,Medium,Medium,Released,5.3,Action Adventure Family,en,Spy Kids 2: The Island of Lost Dreams,24.085144,100.0,en,Spy Kids 2: The Island of Lost Dreams,521,0
1303,193,en,Medium,Medium,Released,6.4,Science Fiction Action Adventure Thriller,en,Star Trek: Generations,14.779041,118.0,en,Star Trek: Generations,452,0
1304,44865,Others,Medium,Long,Released,6.3,Action Drama History,zh,一代宗師,19.947265,130.0,"cn,ja,zh",The Grandmaster,273,3
1305,55787,en,Medium,Medium,Released,6.7,Drama Romance,en,Water for Elephants,16.801218,120.0,"en,pl",Water for Elephants,850,3
1306,257932,Others,Low,Short,Released,6.8,Adventure Family Fantasy Animation,zh,Dragon Nest: Warriors' Dawn,5.057695,88.0,"cn,en,zh,ru",Dragon Nest: Warriors' Dawn,19,4
1307,10400,en,Medium,Long,Released,7.2,Drama,en,The Hurricane,20.825781,146.0,en,The Hurricane,396,0
1308,1957,en,Low,Medium,Released,6.2,Drama Thriller,en,Enough,11.500783,114.0,en,Enough,264,0
1309,10833,en,Medium,Long,Released,5.7,Crime Comedy Romance,en,Heartbreakers,13.932203,123.0,"en,ru",Heartbreakers,254,0
1310,256961,en,High,Medium,Released,5.0,Action Comedy Family,en,Paul Blart: Mall Cop 2,41.258487,94.0,en,Paul Blart: Mall Cop 2,567,4
1311,5852,en,Low,Medium,Released,5.6,Drama Romance Thriller,en,Angel Eyes,6.454634,102.0,en,Angel Eyes,88,0
1312,12312,en,Low,Medium,Released,5.5,Comedy,en,Joe Somebody,5.257009,99.0,en,Joe Somebody,40,0
1313,622,en,High,Long,Released,6.3,Horror Mystery Thriller,en,The Ninth Gate,30.359164,133.0,"en,fr,la,pl,pt,es",The Ninth Gate,756,0
1314,11306,en,Very Low,Medium,Released,5.7,Drama Thriller,en,Extreme Measures,3.4265550000000005,118.0,en,Extreme Measures,80,0
1315,12508,en,Low,Medium,Released,6.0,Music Drama Comedy,en,Rock Star,11.60815,105.0,en,Rock Star,190,0
1316,25793,en,Medium,Medium,Released,6.9,Drama,en,Precious,18.664624,110.0,"en,it",Precious,417,0
1317,10534,en,Low,Long,Released,6.3,Action Drama,en,White Squall,10.047579,129.0,"da,en,fr,de",White Squall,86,0
1318,1091,en,High,Medium,Released,7.8,Horror Mystery Science Fiction,en,The Thing,52.731379,109.0,"en,no",The Thing,1588,0
1319,87421,en,High,Medium,Released,6.2,Science Fiction Action Thriller,en,Riddick,46.630062,119.0,en,Riddick,2035,3
1320,10871,en,Very Low,Medium,Released,5.8,Action Adventure Mystery Thriller,en,Switchback,4.131546,118.0,en,Switchback,52,0
1321,13503,en,Low,Medium,Released,5.4,Action Western,en,Texas Rangers,5.641978,110.0,en,Texas Rangers,19,0
1322,13600,en,Medium,Short,Released,6.2,Adventure Family Fantasy,en,City of Ember,23.465539,90.0,en,City of Ember,605,0
1323,68722,en,Medium,Long,Released,7.0,Drama,en,The Master,25.682509,137.0,en,The Master,701,3
1324,14324,en,Low,Medium,Released,4.3,Adventure Action Comedy Romance,en,Virgin Territory,6.760922,93.0,"en,ru",Virgin Territory,75,0
1325,14325,en,Very Low,Long,Released,7.1,Drama,en,The Express,3.87823,130.0,en,The Express,71,0
1326,299687,en,High,Medium,Released,5.6,Adventure Science Fiction,en,The 5th Wave,57.889964,112.0,en,The 5th Wave,1945,1
1327,312221,en,High,Long,Released,7.3,Drama,en,Creed,57.773583,133.0,en,Creed,1915,1
1328,23168,en,Medium,Long,Released,7.0,Crime Drama Thriller,en,The Town,24.218358,125.0,en,The Town,1468,0
1329,76494,en,Medium,Medium,Released,5.8,Romance Comedy Drama,en,What to Expect When You're Expecting,27.009723,110.0,en,What to Expect When You're Expecting,594,3
1330,4944,en,High,Medium,Released,6.5,Comedy Drama,en,Burn After Reading,31.941347,96.0,en,Burn After Reading,1222,0
1331,10488,en,Medium,Medium,Released,5.6,Adventure Comedy Family Fantasy,en,Nim's Island,14.353279,96.0,en,Nim's Island,330,0
1332,96721,en,High,Long,Released,7.7,Drama Action,en,Rush,33.00382800000001,123.0,"en,de,it,fr",Rush,2277,3
1333,334,en,High,Long,Released,7.5,Drama,en,Magnolia,30.993736,188.0,"en,fr,de",Magnolia,825,0
1334,23742,en,Medium,Medium,Released,5.3,Action Comedy Crime,en,Cop Out,25.825771,107.0,"en,es",Cop Out,511,0
1335,259694,en,High,Medium,Released,5.9,Comedy Romance,en,How to Be Single,46.078371,110.0,en,How to Be Single,1201,4
1336,62837,en,Low,Medium,Released,6.7,Drama Family,en,Dolphin Tale,6.638389999999999,113.0,en,Dolphin Tale,163,3
1337,8966,en,High,Long,Released,5.8,Adventure Fantasy Drama Romance,en,Twilight,127.084938,122.0,en,Twilight,3561,0
1338,8470,en,Medium,Medium,Released,7.0,Drama Thriller Crime,en,John Q,27.465433,116.0,"en,es",John Q,594,0
1339,11001,en,Medium,Medium,Released,6.1,Action Comedy Crime,en,Blue Streak,16.865782,93.0,en,Blue Streak,352,0
1340,138832,en,High,Medium,Released,6.8,Comedy Crime,en,We're the Millers,100.348805,110.0,en,We're the Millers,2972,2
1341,16911,Others,Very Low,Medium,Released,5.3,Action Fantasy Science Fiction Thriller,ru,Obitaemyy Ostrov,2.785832,115.0,ru,The Inhabited Island,23,0
1342,2163,en,Low,Medium,Released,6.6,Drama Action Thriller,en,Breakdown,9.176339,95.0,en,Breakdown,198,0
1343,36670,en,Medium,Long,Released,5.8,Adventure Action Thriller,en,Never Say Never Again,23.380757,134.0,"en,fr,ar,es",Never Say Never Again,338,3
1344,23048,en,High,Medium,Released,6.0,Science Fiction Comedy Adventure,en,Hot Tub Time Machine,33.926473,101.0,"ru,en",Hot Tub Time Machine,894,0
1345,227735,en,Low,Medium,Released,6.7,Family Drama,en,Dolphin Tale 2,6.967857,107.0,en,Dolphin Tale 2,96,4
1346,2155,en,Low,Long,Released,5.4,Thriller,en,Reindeer Games,11.470135,124.0,en,Reindeer Games,173,0
1347,8409,en,Medium,Medium,Released,5.8,Action Drama,en,A Man Apart,19.854932,109.0,"en,es",A Man Apart,258,0
1348,222936,en,High,Medium,Released,5.2,Drama Comedy Romance,en,Aloha,29.652536,105.0,"ru,en",Aloha,692,4
1349,31908,en,Low,Long,Released,6.2,History Drama,en,Ghosts of Mississippi,8.102925,130.0,en,Ghosts of Mississippi,40,0
1350,10219,en,Very Low,Long,Released,6.3,Drama Romance,en,Snow Falling on Cedars,2.79483,127.0,"de,ja,en",Snow Falling on Cedars,32,0
1351,48171,en,Low,Medium,Released,5.8,Drama Thriller Horror,en,The Rite,11.492474,114.0,"en,it,hu,ru,la,cy",The Rite,556,3
1352,782,en,High,Medium,Released,7.5,Thriller Science Fiction Mystery Romance,en,Gattaca,70.398356,106.0,"en,eo",Gattaca,1808,0
1353,75531,Others,Very Low,Medium,Released,4.6,Drama Comedy,de,Isn't She Great,1.068453,95.0,en,Isn't She Great,14,3
1354,11802,en,Low,Short,Released,5.2,Animation Family,en,Space Chimps,6.293216999999999,81.0,en,Space Chimps,99,0
1355,9776,en,Very Low,Medium,Released,5.3,Comedy,en,Head of State,3.4571940000000003,95.0,en,Head of State,71,0
1356,18785,en,High,Medium,Released,7.2,Comedy,en,The Hangover,82.21166,100.0,en,The Hangover,6173,0
1357,365222,Others,Medium,Medium,Released,6.5,Action Drama History,cn,葉問3,19.167377,105.0,"cn,en,zh,th",Ip Man 3,379,1
1358,817,en,Medium,Medium,Released,6.2,Adventure Comedy Crime Science Fiction,en,Austin Powers: The Spy Who Shagged Me,18.316151,95.0,"de,en",Austin Powers: The Spy Who Shagged Me,1011,0
1359,268,en,High,Long,Released,7.0,Fantasy Action,en,Batman,44.104469,126.0,"en,fr",Batman,2096,0
1360,45054,en,Low,Medium,Released,5.9,Drama,en,There Be Dragons,6.668678999999999,112.0,en,There Be Dragons,27,3
1361,943,en,High,Medium,Released,6.4,Adventure Action Comedy Thriller Crime,en,Lethal Weapon 3,36.172182,118.0,en,Lethal Weapon 3,811,0
1362,22881,en,Medium,Long,Released,7.2,Drama,en,The Blind Side,25.767395,129.0,en,The Blind Side,1597,0
1363,10054,en,Medium,Short,Released,5.5,Action Comedy Family Adventure,en,Spy Kids,21.543389,88.0,"es,en",Spy Kids,867,0
1364,51540,en,High,Medium,Released,6.5,Comedy Crime,en,Horrible Bosses,50.309843,98.0,en,Horrible Bosses,2277,3
1365,44264,en,High,Medium,Released,7.2,Drama Adventure Western,en,True Grit,49.29238400000001,110.0,en,True Grit,1668,3
1366,350,en,High,Medium,Released,7.0,Comedy Drama Romance,en,The Devil Wears Prada,83.89325699999998,109.0,"en,fr",The Devil Wears Prada,3088,0
1367,152,en,Medium,Long,Released,6.2,Science Fiction Adventure Mystery,en,Star Trek: The Motion Picture,24.616634,132.0,en,Star Trek: The Motion Picture,530,0
1368,109431,en,High,Medium,Released,5.6,Comedy Crime,en,Identity Thief,34.005726,111.0,en,Identity Thief,1645,2
1369,1598,en,Medium,Long,Released,7.0,Crime Thriller,en,Cape Fear,27.714043,128.0,en,Cape Fear,675,0
1370,8065,en,High,Long,Released,6.5,Drama Crime,en,21,45.149948,123.0,en,21,1375,0
1371,271718,en,High,Long,Released,5.9,Comedy,en,Trainwreck,72.774941,125.0,en,Trainwreck,1181,4
1372,11638,en,Very Low,Medium,Released,5.5,Comedy Romance,en,Guess Who,3.74263,105.0,"fr,en,pl,pt",Guess Who,225,0
1373,409,en,High,Long,Released,7.0,Drama Romance War,en,The English Patient,29.381878000000004,162.0,"de,it,ar,en",The English Patient,542,0
1374,2118,en,Medium,Long,Released,7.7,Crime Drama Mystery Thriller,en,L.A. Confidential,24.860326,138.0,en,L.A. Confidential,1310,0
1375,11459,en,Low,Medium,Released,5.8,Adventure Comedy Family,en,Sky High,11.041659,100.0,en,Sky High,550,0
1376,10806,en,Low,Short,Released,6.3,Comedy Romance,en,In & Out,11.897925,90.0,en,In & Out,177,0
1377,9348,en,Medium,Medium,Released,5.5,Science Fiction Horror Action,en,Species,23.607071,108.0,en,Species,453,0
1378,377,en,High,Medium,Released,7.2,Horror,en,A Nightmare on Elm Street,38.204158,91.0,en,A Nightmare on Elm Street,1180,0
1379,8843,en,Medium,Medium,Released,6.0,Horror Science Fiction Thriller,en,The Cell,25.413955,107.0,en,The Cell,436,0
1380,9313,en,High,Long,Released,6.3,Action Adventure Drama,en,The Man in the Iron Mask,28.98027,132.0,en,The Man in the Iron Mask,1018,0
1381,39486,en,Low,Long,Released,6.8,Drama,en,Secretariat,9.525037,123.0,en,Secretariat,103,3
1382,1273,en,Medium,Short,Released,6.0,Adventure Animation Comedy Family,en,TMNT,18.39217,90.0,en,TMNT,345,0
1383,13920,en,Low,Medium,Released,6.8,Drama,en,Radio,9.254647,109.0,en,Radio,141,0
1384,50544,en,High,Medium,Released,6.5,Romance Comedy,en,Friends with Benefits,40.526587,109.0,en,Friends with Benefits,2237,3
1385,325133,en,High,Medium,Released,5.6,Comedy,en,Neighbors 2: Sorority Rising,50.179171,91.0,en,Neighbors 2: Sorority Rising,1462,1
1386,140823,en,High,Long,Released,7.3,Comedy Drama History,en,Saving Mr. Banks,31.957947,125.0,en,Saving Mr. Banks,1226,2
1387,1883,en,Medium,Long,Released,7.2,Drama History,en,Malcolm X,19.822791,202.0,"ar,en",Malcolm X,370,0
1388,89492,en,High,Long,Released,5.6,Comedy,en,This Is 40,38.429648,134.0,en,This Is 40,896,3
1389,22949,en,Medium,Short,Released,5.2,Comedy Family,en,Old Dogs,13.707843,88.0,"en,uk",Old Dogs,210,0
1390,12437,en,High,Medium,Released,6.2,Fantasy Action Adventure Science Fiction Thriller,en,Underworld: Rise of the Lycans,51.927471,92.0,en,Underworld: Rise of the Lycans,1428,0
1391,2959,en,Medium,Medium,Released,5.2,Comedy,en,License to Wed,14.503568,91.0,en,License to Wed,253,0
1392,9957,en,Low,Short,Released,5.2,Comedy,en,The Benchwarmers,6.74556,80.0,"en,es",The Benchwarmers,242,0
1393,11648,en,Low,Medium,Released,5.8,Comedy Romance,en,Must Love Dogs,11.120167,98.0,"en,hy",Must Love Dogs,140,0
1394,9366,en,High,Long,Released,7.4,Crime Drama Thriller,en,Donnie Brasco,40.370442,127.0,"ja,en,it",Donnie Brasco,1147,0
1395,1576,en,High,Medium,Released,6.4,Horror Action Science Fiction,en,Resident Evil,40.715623,100.0,en,Resident Evil,2065,0
1396,609,en,High,Medium,Released,7.0,Horror,en,Poltergeist,36.230204,114.0,en,Poltergeist,794,0
1397,5516,en,Medium,Medium,Released,6.0,Comedy Crime Thriller,en,The Ladykillers,23.666229,104.0,"en,vi",The Ladykillers,415,0
1398,13051,en,Medium,Medium,Released,5.2,Action,en,Max Payne,25.903237,100.0,"en,ru,es",Max Payne,613,0
1399,49530,en,High,Medium,Released,6.7,Action Thriller Science Fiction,en,In Time,60.231382,109.0,en,In Time,3417,3
1400,34806,en,Medium,Medium,Released,5.7,Comedy Romance,en,The Back-Up Plan,18.38292,106.0,en,The Back-Up Plan,458,3
1401,49022,en,Medium,Medium,Released,5.9,Comedy Drama Romance,en,Something Borrowed,14.029012,112.0,en,Something Borrowed,296,3
1402,11469,en,Medium,Medium,Released,5.1,Adventure Comedy Fantasy,en,Black Knight,15.913783,95.0,en,Black Knight,287,0
1403,23479,en,Low,Medium,Released,6.9,Comedy Family,en,The Bad News Bears,6.889633,102.0,"en,es",The Bad News Bears,97,0
1404,11667,en,Medium,Medium,Released,4.1,Action Adventure Thriller,en,Street Fighter,19.286099,102.0,"en,ja",Street Fighter,325,0
1405,423,en,High,Long,Released,8.0,Drama War,en,The Pianist,50.587541,150.0,"en,de,ru",The Pianist,1864,0
1406,2447,en,Very Low,Medium,Released,6.4,Drama History,en,The Nativity Story,3.721272,101.0,"en,pt",The Nativity Story,35,0
1407,10066,en,Medium,Medium,Released,5.5,Horror,en,House of Wax,17.157738000000002,113.0,"en,ru",House of Wax,677,0
1408,2288,en,Medium,Medium,Released,6.7,Drama Romance,en,Closer,22.636908,104.0,en,Closer,811,0
1409,88794,en,Medium,Long,Released,6.0,Drama Crime History,en,J. Edgar,28.069419,137.0,en,J. Edgar,741,3
1410,13515,en,Medium,Medium,Released,6.0,Horror Mystery Thriller,en,Mirrors,19.774543,110.0,en,Mirrors,485,0
1411,11979,en,Low,Medium,Released,5.4,Drama Fantasy Horror,en,Queen of the Damned,11.644243,101.0,en,Queen of the Damned,239,0
1412,169,en,Medium,Medium,Released,5.9,Science Fiction Action Thriller,en,Predator 2,27.934978000000005,108.0,en,Predator 2,730,0
1413,8090,en,Low,Medium,Released,5.9,Drama,en,Untraceable,12.677505,101.0,en,Untraceable,238,0
1414,11622,en,Low,Medium,Released,6.3,Comedy Romance,en,Blast from the Past,8.737058,112.0,"la,en,fr,de",Blast from the Past,245,0
1415,3604,en,Low,Medium,Released,6.1,Science Fiction,en,Flash Gordon,12.343507,111.0,en,Flash Gordon,233,0
1416,9541,en,Medium,Medium,Released,5.8,Comedy Romance,en,Jersey Girl,14.699342,102.0,en,Jersey Girl,325,0
1417,94348,en,Medium,Medium,Released,5.1,Action Thriller Crime Mystery,en,Alex Cross,14.513243,101.0,"en,de",Alex Cross,300,3
1418,8197,en,Low,Long,Released,6.3,Crime Drama Mystery Thriller,en,Midnight in the Garden of Good and Evil,5.525544,155.0,en,Midnight in the Garden of Good and Evil,157,0
1419,336004,en,Medium,Medium,Released,5.6,Crime Action Thriller,en,Heist,15.079993,93.0,en,Heist,318,1
1420,35019,en,Medium,Medium,Released,6.0,Comedy Fantasy,en,Nanny McPhee and the Big Bang,23.835055,109.0,en,Nanny McPhee and the Big Bang,436,3
1421,10410,en,Low,Long,Released,6.1,Crime History,en,Hoffa,5.926966,140.0,"en,it,la",Hoffa,81,0
1422,8836,en,Medium,Medium,Released,5.5,Drama Mystery Science Fiction Thriller,en,The X Files: I Want to Believe,25.454549,104.0,en,The X Files: I Want to Believe,523,0
1423,14442,en,Medium,Medium,Released,5.9,Family Fantasy Comedy,en,Ella Enchanted,22.71592,96.0,en,Ella Enchanted,437,0
1424,321741,en,High,Long,Released,7.0,Drama,en,Concussion,35.120736,123.0,en,Concussion,823,1
1425,59965,en,Medium,Medium,Released,5.6,Thriller Action Mystery,en,Abduction,19.893646,106.0,en,Abduction,961,3
1426,14175,en,Medium,Short,Released,5.2,Animation Family Adventure,en,Valiant,14.051851999999998,76.0,en,Valiant,235,0
1427,11004,en,Low,Medium,Released,6.9,Comedy Drama,en,Wonder Boys,9.011729,111.0,en,Wonder Boys,161,0
1428,11918,en,Medium,Short,Released,4.9,Action Comedy Science Fiction,en,Superhero Movie,19.088655,85.0,en,Superhero Movie,379,0
1429,98357,en,High,Medium,Released,5.7,Thriller Crime Drama,en,Broken City,29.490057,109.0,en,Broken City,593,2
1430,10012,en,Low,Medium,Released,5.1,Horror Comedy,en,Cursed,11.195593,97.0,en,Cursed,167,0
1431,49526,en,Medium,Medium,Released,6.2,Crime Action Thriller,en,Premium Rush,17.709888,91.0,"zh,en",Premium Rush,832,3
1432,268920,en,Medium,Short,Released,5.4,Action Comedy Crime,en,Hot Pursuit,18.262017,87.0,"es,en",Hot Pursuit,647,4
